id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,CA_Net,Marge_Brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD100012,2025-12-10,C0373,Abidjan,Mode,Produit_Mode_25,41.91,2,0.08,7.62,Paiement à la livraison,Instagram Ads,8.38,Livrée,77.1144,26.82240000000001,10.822400000000009,December,0,18,988.7876000000001
CMD100013,2025-09-08,C1310,Brazzaville,Mode,Produit_Mode_44,21.26,2,0.23,5.29,Mobile Money,Google Ads,4.33,Livrée,32.7404,7.228400000000001,-2.3916000000000004,September,0,3,4.122199999999995
CMD100014,2025-09-22,C1589,Abidjan,Électronique,Produit_Électronique_21,572.02,1,0.1,7.83,Carte,Email,1.51,Retournée,514.818,171.606,162.266,September,1,4,152.31109999999998
CMD100015,2025-10-11,C0108,Dakar,Mode,Produit_Mode_14,55.99,2,0.25,8.87,Virement,Instagram Ads,12.98,Livrée,83.985,16.796999999999997,-5.053000000000004,October,0,16,1289.2513000000004
CMD100016,2025-12-15,C0329,Kinshasa,Mode,Produit_Mode_9,53.31,3,0.22,2.91,Virement,Instagram Ads,8.87,Livrée,124.7454,28.787400000000005,17.007400000000004,December,0,15,339.33950000000004
CMD100017,2025-09-02,C1103,Cotonou,Maison,Produit_Maison_38,144.22,3,0.09,9.72,Paiement à la livraison,Instagram Ads,14.82,Livrée,393.7206,134.12460000000004,109.58460000000005,September,0,3,244.64870000000008
CMD100018,2025-10-11,C0070,Cotonou,Mode,Produit_Mode_49,30.98,3,0.27,3.29,Carte,Google Ads,6.21,Livrée,67.8462,12.0822,2.5822000000000003,October,0,17,697.9207999999998
CMD100019,2025-07-13,C0313,Dakar,Maison,Produit_Maison_39,86.14,3,0.29,5.59,Paiement à la livraison,Instagram Ads,14.74,Livrée,183.47820000000002,28.426200000000023,8.096200000000024,July,0,22,1549.7446000000004
CMD100020,2025-07-17,C0305,Kinshasa,Maison,Produit_Maison_36,119.81,3,0.03,6.72,Virement,Google Ads,6.18,Livrée,348.6471,132.98910000000004,120.08910000000003,July,0,16,1644.6956000000005
CMD100021,2025-07-03,C0234,Douala,Maison,Produit_Maison_50,104.67,3,0.04,5.99,Virement,Email,1.5,Livrée,301.4496,113.0436,105.5536,July,0,20,1878.5493000000001
CMD100022,2025-12-12,C0150,Lomé,Électronique,Produit_Beauté_1,10.73,2,0.05,8.82,Paiement à la livraison,Instagram Ads,14.28,Livrée,20.387,7.511000000000001,-15.589,December,0,14,1066.5287
CMD100023,2025-09-06,C1560,Kinshasa,Électronique,Produit_Électronique_41,370.82,3,0.1,2.56,Carte,Instagram Ads,8.73,Livrée,1001.214,333.73800000000006,322.44800000000004,September,0,5,663.253
CMD100024,2025-09-15,C1039,Dakar,Électronique,Produit_Électronique_24,243.32,2,0.07,8.47,Mobile Money,Influenceur,8.7,Livrée,452.57519999999994,160.59119999999996,143.42119999999994,September,0,4,755.6886999999999
CMD100025,2025-08-11,C0398,Cotonou,Beauté,Produit_Beauté_39,18.99,1,0.05,2.41,Carte,Instagram Ads,11.28,Livrée,18.040499999999998,6.6465,-7.0435,August,0,12,799.5140000000001
CMD100026,2025-09-21,C0057,Kinshasa,Maison,Produit_Maison_16,57.58,3,0.17,2.3,Virement,Instagram Ads,10.43,Livrée,143.3742,39.730199999999996,27.000199999999996,September,0,15,956.1907
CMD100027,2025-07-15,C0290,Abidjan,Beauté,Produit_Beauté_47,41.0,1,0.08,6.25,Carte,Email,1.43,Livrée,37.72,13.120000000000001,5.440000000000001,July,0,21,1065.6362000000001
CMD100028,2025-11-02,C1557,Dakar,Électronique,Produit_Beauté_9,8.8,1,0.16,5.43,Mobile Money,Instagram Ads,12.44,Livrée,7.392,2.112,-15.757999999999997,November,0,1,-15.757999999999997
CMD100029,2025-12-16,C0281,Kinshasa,Beauté,Produit_Beauté_14,26.49,2,0.11,9.64,Paiement à la livraison,Instagram Ads,10.49,Livrée,47.1522,15.364200000000004,-4.765799999999999,December,0,12,871.1883000000001
CMD100030,2025-11-16,C1412,Douala,Maison,Produit_Maison_29,66.93,2,0.24,8.84,Virement,Instagram Ads,5.14,Livrée,101.73360000000001,21.417600000000007,7.437600000000007,November,0,3,91.66910000000001
CMD100031,2025-11-10,C0126,Douala,Maison,Produit_Maison_38,193.75,2,0.08,9.59,Mobile Money,Google Ads,6.25,Livrée,356.5,124.0,108.16,November,0,13,1440.3262000000004
CMD100032,2025-08-26,C0362,Kinshasa,Maison,Produit_Maison_5,247.48,1,0.07,6.6,Mobile Money,Instagram Ads,11.42,Livrée,230.15639999999996,81.66839999999996,63.64839999999997,August,0,10,1035.8068
CMD100033,2025-07-09,C0145,Dakar,Mode,Produit_Mode_43,41.26,1,0.1,4.19,Virement,Google Ads,6.26,Livrée,37.134,12.378000000000004,1.9280000000000044,July,0,14,989.9476999999999
CMD100034,2025-11-02,C0067,Abidjan,Électronique,Produit_Électronique_16,413.24,3,0.13,2.95,Paiement à la livraison,Instagram Ads,13.45,Livrée,1078.5564,334.72439999999995,318.32439999999997,November,0,20,2591.3311000000003
CMD100036,2025-10-17,C0373,Kinshasa,Beauté,Produit_Beauté_4,28.94,3,0.09,9.22,Carte,Influenceur,5.65,Livrée,79.0062,26.9142,12.0442,October,0,18,988.7876000000001
CMD100037,2025-10-12,C1639,Kinshasa,Mode,Produit_Mode_13,17.09,2,0.07,9.65,Mobile Money,Instagram Ads,5.53,Livrée,31.787399999999998,11.279399999999999,-3.9006000000000007,October,0,4,101.59940000000003
CMD100038,2025-08-18,C0071,Douala,Beauté,Produit_Beauté_5,18.17,1,0.1,2.73,Mobile Money,Instagram Ads,11.73,Livrée,16.353,5.4510000000000005,-9.009,August,0,14,789.3499999999999
CMD100039,2025-10-22,C1753,Kinshasa,Mode,Produit_Mode_42,39.79,3,0.23,8.7,Carte,Instagram Ads,10.46,Livrée,91.9149,20.292900000000003,1.132900000000003,October,0,2,-0.5532999999999966
CMD100040,2025-11-16,C1984,Cotonou,Maison,Produit_Maison_11,62.42,1,0.07,4.97,Mobile Money,Google Ads,7.93,Livrée,58.050599999999996,20.598599999999998,7.698599999999999,November,0,3,25.94099999999999
CMD100041,2025-10-13,C0109,Libreville,Beauté,Produit_Beauté_11,21.93,1,0.04,3.99,Carte,Email,1.22,Livrée,21.052799999999998,7.894799999999998,2.6847999999999983,October,0,6,288.412
CMD100042,2025-10-06,C0199,Abidjan,Mode,Produit_Mode_19,31.39,2,0.08,9.7,Paiement à la livraison,Instagram Ads,6.18,Livrée,57.757600000000004,20.089600000000004,4.209600000000005,October,0,11,606.3559
CMD100043,2025-10-17,C1496,Kinshasa,Mode,Produit_Mode_10,17.62,1,0.29,6.22,Paiement à la livraison,Instagram Ads,5.12,Livrée,12.5102,1.9381999999999984,-9.401800000000001,October,0,2,17.2802
CMD100044,2025-08-18,C0029,Kinshasa,Maison,Produit_Maison_48,138.95,2,0.1,7.9,Carte,Instagram Ads,7.94,Livrée,250.10999999999999,83.37,67.53,August,0,12,1395.4397
CMD100048,2025-07-21,C0298,Abidjan,Beauté,Produit_Beauté_17,27.07,1,0.04,10.0,Virement,Email,0.58,Livrée,25.987199999999998,9.745199999999997,-0.8348000000000031,July,0,13,678.6729
CMD100049,2025-08-22,C0643,Douala,Maison,Produit_Maison_30,169.3,1,0.08,4.2,Virement,Google Ads,4.03,Livrée,155.75600000000003,54.17600000000003,45.946000000000026,August,0,3,219.54999999999998
CMD100052,2025-09-28,C1800,Kinshasa,Mode,Produit_Mode_11,45.4,1,0.15,9.41,Virement,Google Ads,7.75,Livrée,38.589999999999996,11.349999999999998,-5.810000000000002,September,0,5,676.6928
CMD100053,2025-10-21,C1440,Abidjan,Mode,Produit_Mode_43,65.78,1,0.17,3.03,Carte,Influenceur,5.21,Livrée,54.5974,15.129400000000004,6.889400000000004,October,0,3,113.4459
CMD100054,2025-11-19,C0339,Kinshasa,Électronique,Produit_Électronique_17,443.99,1,0.1,3.35,Mobile Money,Influenceur,4.65,Retournée,399.591,133.197,125.197,November,1,16,1097.5206000000003
CMD100055,2025-07-30,C1520,Kinshasa,Électronique,Produit_Électronique_19,287.21,1,0.05,4.57,Virement,Email,1.84,Livrée,272.8495,100.52349999999998,94.11349999999999,July,0,5,481.6114
CMD100056,2025-12-02,C0175,Douala,Électronique,Produit_Électronique_33,414.7,3,0.01,3.67,Virement,Influenceur,6.95,Livrée,1231.6589999999999,485.19899999999996,474.57899999999995,December,0,9,1008.3239
CMD100057,2025-11-03,C0026,Douala,Mode,Produit_Mode_18,69.6,2,0.18,7.5,Paiement à la livraison,Google Ads,3.74,Annulée,114.144,30.62400000000001,19.384000000000007,November,1,17,653.0625000000001
CMD100059,2025-10-22,C0218,Douala,Mode,Produit_Mode_35,15.11,2,0.1,5.45,Mobile Money,Google Ads,5.93,Livrée,27.198,9.066000000000003,-2.3139999999999965,October,0,15,1405.4456
CMD100060,2025-07-10,C1192,Abidjan,Électronique,Produit_Électronique_9,567.49,2,0.17,4.92,Paiement à la livraison,Instagram Ads,8.3,Livrée,942.0333999999999,261.0454,247.82539999999997,July,0,1,247.82539999999997
CMD100062,2025-09-02,C0724,Abidjan,Électronique,Produit_Électronique_40,330.79,2,0.09,3.5,Paiement à la livraison,Google Ads,4.4,Livrée,602.0378000000001,205.08980000000003,197.18980000000002,September,0,3,394.75800000000004
CMD100063,2025-08-09,C0484,Kinshasa,Mode,Produit_Mode_27,51.33,1,0.18,9.46,Mobile Money,Google Ads,3.44,Livrée,42.0906,11.292600000000004,-1.6073999999999966,August,0,3,453.8040999999999
CMD100064,2025-07-07,C0170,Douala,Mode,Produit_Mode_18,28.78,1,0.1,8.08,Mobile Money,Instagram Ads,8.22,Livrée,25.902,8.634,-7.666,July,0,15,1772.92
CMD100065,2025-08-10,C0221,Douala,Mode,Produit_Mode_15,7.92,3,0.08,9.93,Paiement à la livraison,Google Ads,5.04,Retournée,21.859199999999998,7.603199999999999,-7.3668,August,1,11,748.7298
CMD100066,2025-08-21,C0942,Abidjan,Électronique,Produit_Électronique_15,422.02,1,0.25,7.32,Mobile Money,Instagram Ads,7.02,Livrée,316.515,63.303,48.962999999999994,August,0,4,93.9284
CMD100067,2025-07-07,C0816,Abidjan,Mode,Produit_Mode_50,45.3,1,0.22,6.32,Carte,Email,1.57,Livrée,35.333999999999996,8.154,0.26399999999999935,July,0,2,-4.065300000000002
CMD100068,2025-09-10,C0260,Douala,Mode,Produit_Mode_2,21.84,2,0.28,4.68,Virement,Email,0.68,Livrée,31.4496,5.241600000000002,-0.11839999999999762,September,0,16,1399.8427000000001
CMD100069,2025-07-30,C0534,Lomé,Électronique,Produit_Électronique_3,206.39,1,0.07,8.23,Virement,Email,2.0,Livrée,191.94269999999997,68.10869999999998,57.87869999999998,July,0,2,65.87669999999999
CMD100070,2025-07-28,C0176,Kinshasa,Électronique,Produit_Électronique_28,393.79,2,0.26,8.38,Virement,Instagram Ads,6.11,Livrée,582.8092,110.26120000000003,95.77120000000002,July,0,21,1217.9494000000002
CMD100071,2025-12-03,C0236,Kinshasa,Électronique,Produit_Électronique_17,620.91,1,0.06,3.45,Mobile Money,Google Ads,4.26,Livrée,583.6554,211.1094,203.39939999999999,December,0,15,1951.8118
CMD100072,2025-07-12,C0003,Douala,Maison,Produit_Maison_24,84.37,2,0.09,6.74,Mobile Money,Google Ads,4.28,Livrée,153.5534,52.30940000000001,41.289400000000015,July,0,25,2626.2725
CMD100073,2025-10-19,C0340,Libreville,Électronique,Produit_Électronique_43,121.03,1,0.07,7.89,Virement,Influenceur,10.79,Livrée,112.55789999999999,39.939899999999994,21.259899999999995,October,0,20,1411.9567
CMD100074,2025-08-01,C0615,Libreville,Électronique,Produit_Maison_21,80.42,1,0.1,6.86,Paiement à la livraison,Instagram Ads,13.37,Livrée,72.378,24.125999999999998,3.8959999999999972,August,0,2,10.455999999999996
CMD100075,2025-10-12,C1135,Dakar,Mode,Produit_Mode_43,38.11,2,0.05,4.77,Paiement à la livraison,Google Ads,5.69,Livrée,72.40899999999999,26.676999999999992,16.21699999999999,October,0,4,541.6759999999998
CMD100076,2025-10-06,C1848,Dakar,Mode,Produit_Mode_26,17.46,3,0.09,6.64,Virement,Instagram Ads,9.98,Livrée,47.665800000000004,16.237800000000004,-0.38219999999999743,October,0,2,2.2578000000000085
CMD100077,2025-11-18,C0622,Kinshasa,Beauté,Produit_Beauté_38,22.91,1,0.1,3.48,Paiement à la livraison,Email,1.34,Livrée,20.619,6.872999999999999,2.052999999999999,November,0,1,2.052999999999999
CMD100078,2025-12-03,C0952,Abidjan,Mode,Produit_Mode_33,19.56,3,0.17,4.35,Mobile Money,Instagram Ads,11.25,Livrée,48.70439999999999,13.496400000000001,-2.1035999999999984,December,0,2,14.145199999999997
CMD100080,2025-11-09,C1268,Kinshasa,Mode,Produit_Mode_44,23.34,3,0.26,3.57,Mobile Money,Influenceur,8.06,Livrée,51.8148,9.802800000000005,-1.827199999999996,November,0,1,-1.827199999999996
CMD100081,2025-09-18,C0101,Douala,Mode,Produit_Mode_40,66.28,1,0.09,7.78,Paiement à la livraison,Google Ads,3.5,Retournée,60.314800000000005,20.546800000000005,9.266800000000003,September,1,18,832.0455000000001
CMD100082,2025-07-19,C0322,Cotonou,Maison,Produit_Maison_32,185.86,1,0.03,2.98,Paiement à la livraison,Email,1.45,Livrée,180.2842,68.7682,64.3382,July,0,17,667.0110000000001
CMD100083,2025-10-11,C0335,Dakar,Maison,Produit_Maison_50,79.72,2,0.08,4.14,Carte,Influenceur,13.44,Livrée,146.6848,51.020799999999994,33.440799999999996,October,0,11,729.7212
CMD100084,2025-10-17,C0356,Abidjan,Mode,Produit_Mode_36,8.77,3,0.24,8.4,Carte,Influenceur,18.31,Livrée,19.9956,4.209600000000002,-22.5004,October,0,18,1656.8807000000002
CMD100085,2025-09-02,C0248,Kinshasa,Mode,Produit_Mode_43,65.45,2,0.22,3.06,Paiement à la livraison,Google Ads,6.23,Livrée,102.102,23.561999999999998,14.271999999999997,September,0,18,1992.888
CMD100086,2025-11-13,C1219,Dakar,Électronique,Produit_Maison_40,158.01,1,0.05,2.85,Paiement à la livraison,Google Ads,5.49,Livrée,150.1095,55.3035,46.963499999999996,November,0,2,36.647499999999994
CMD100087,2025-11-07,C0280,Abidjan,Électronique,Produit_Électronique_48,464.75,3,0.06,5.35,Mobile Money,Influenceur,18.63,Livrée,1310.595,474.0450000000001,450.06500000000005,November,0,20,1391.7496
CMD100089,2025-08-31,C0039,Dakar,Mode,Produit_Mode_18,42.98,2,0.17,8.77,Mobile Money,Instagram Ads,7.7,Livrée,71.34679999999999,19.770799999999994,3.3007999999999953,August,0,16,819.0273
CMD100090,2025-09-24,C0276,Kinshasa,Maison,Produit_Maison_15,100.8,1,0.23,8.55,Mobile Money,Instagram Ads,9.95,Livrée,77.616,17.136000000000003,-1.3639999999999972,September,0,14,825.6151000000001
CMD100091,2025-10-07,C1446,Dakar,Beauté,Produit_Beauté_27,43.39,2,0.08,7.52,Paiement à la livraison,Instagram Ads,8.15,Livrée,79.83760000000001,27.76960000000001,12.099600000000011,October,0,7,941.4154000000001
CMD100092,2025-09-23,C0212,Kinshasa,Mode,Produit_Mode_25,59.27,1,0.26,9.55,Paiement à la livraison,Google Ads,4.11,Retournée,43.8598,8.297800000000002,-5.362199999999998,September,1,19,1505.4456
CMD100093,2025-11-27,C0040,Dakar,Électronique,Produit_Électronique_31,482.68,3,0.06,3.54,Paiement à la livraison,Influenceur,15.7,Livrée,1361.1576,492.33360000000005,473.09360000000004,November,0,17,1451.0447000000001
CMD100094,2025-07-02,C0611,Kinshasa,Électronique,Produit_Électronique_35,478.83,3,0.1,5.85,Paiement à la livraison,Email,1.48,Livrée,1292.8410000000001,430.9470000000001,423.61700000000013,July,0,3,425.5093000000001
CMD100096,2025-07-08,C0342,Dakar,Maison,Produit_Maison_47,123.29,3,0.05,6.65,Paiement à la livraison,Instagram Ads,5.53,Livrée,351.37649999999996,129.45449999999997,117.27449999999996,July,0,8,974.0613
CMD100097,2025-08-12,C1883,Abidjan,Électronique,Produit_Électronique_26,527.86,2,0.04,4.3,Carte,Email,0.86,Retournée,1013.4911999999999,380.0591999999999,374.8991999999999,August,1,1,374.8991999999999
CMD100098,2025-11-29,C0013,Kinshasa,Mode,Produit_Mode_9,39.48,1,0.08,9.86,Paiement à la livraison,Instagram Ads,14.56,Livrée,36.3216,12.633599999999998,-11.786400000000004,November,0,13,752.6536000000001
CMD100099,2025-10-27,C0133,Dakar,Maison,Produit_Maison_30,129.37,2,0.02,6.86,Mobile Money,Google Ads,7.71,Livrée,253.5652,98.3212,83.75120000000001,October,0,14,1288.9557000000002
CMD100100,2025-09-22,C0194,Kinshasa,Mode,Produit_Mode_17,32.24,1,0.26,6.78,Paiement à la livraison,Influenceur,12.29,Livrée,23.8576,4.5136,-14.5564,September,0,15,1549.1948
CMD100101,2025-07-21,C0383,Kinshasa,Mode,Produit_Mode_15,31.02,3,0.22,6.3,Virement,Google Ads,4.12,Livrée,72.58680000000001,16.750800000000012,6.330800000000012,July,0,10,700.0853000000001
CMD100102,2025-12-14,C0333,Douala,Beauté,Produit_Beauté_16,20.1,1,0.26,4.25,Carte,Instagram Ads,5.35,Annulée,14.874,2.814,-6.786,December,1,15,1078.7848000000001
CMD100104,2025-12-19,C0111,Douala,Mode,Produit_Mode_11,58.08,2,0.27,3.26,Virement,Email,1.28,Livrée,84.79679999999999,15.100799999999992,10.560799999999993,December,0,11,1394.7298999999998
CMD100105,2025-12-03,C1531,Abidjan,Électronique,Produit_Électronique_20,441.18,1,0.07,8.97,Mobile Money,Google Ads,3.79,Livrée,410.2974,145.5894,132.82940000000002,December,0,2,222.54460000000006
CMD100106,2025-07-28,C0159,Lomé,Électronique,Produit_Électronique_26,355.56,2,0.0,2.67,Paiement à la livraison,Influenceur,7.09,Livrée,711.12,284.44800000000004,274.68800000000005,July,0,19,1408.3481000000002
CMD100107,2025-12-31,C0303,Douala,Mode,Produit_Mode_45,27.5,3,0.05,5.46,Carte,Instagram Ads,13.19,Livrée,78.375,28.875,10.225000000000001,December,0,13,1079.6734000000004
CMD100108,2025-09-16,C1229,Abidjan,Beauté,Produit_Beauté_23,29.46,2,0.07,6.66,Carte,Influenceur,5.08,Livrée,54.7956,19.443600000000004,7.703600000000003,September,0,2,360.4719999999999
CMD100109,2025-11-14,C0189,Dakar,Mode,Produit_Mode_1,29.44,3,0.3,5.07,Virement,Influenceur,13.51,Retournée,61.824,8.831999999999994,-9.748000000000005,November,1,17,709.6628000000001
CMD100110,2025-10-16,C0216,Lomé,Électronique,Produit_Électronique_41,536.39,3,0.04,3.31,Virement,Google Ads,5.13,Livrée,1544.8032,579.3012000000001,570.8612,October,0,13,1209.8108000000002
CMD100112,2025-11-15,C0952,Cotonou,Maison,Produit_Maison_21,46.13,2,0.02,8.91,Virement,Influenceur,9.9,Livrée,90.4148,35.0588,16.248799999999996,November,0,2,14.145199999999997
CMD100113,2025-09-01,C0177,Kinshasa,Mode,Produit_Mode_16,31.5,2,0.07,8.37,Paiement à la livraison,Instagram Ads,6.54,Livrée,58.589999999999996,20.79,5.879999999999999,September,0,13,469.8137
CMD100114,2025-10-27,C0342,Libreville,Électronique,Produit_Électronique_32,596.57,1,0.17,4.48,Carte,Instagram Ads,5.64,Livrée,495.1531,137.2111,127.09109999999998,October,0,8,974.0613
CMD100115,2025-09-22,C0108,Kinshasa,Mode,Produit_Mode_22,62.52,2,0.15,9.62,Virement,Google Ads,6.28,Livrée,106.284,31.260000000000005,15.360000000000007,September,0,16,1289.2513000000004
CMD100116,2025-09-10,C1436,Dakar,Électronique,Produit_Maison_34,95.18,1,0.0,9.53,Carte,Email,0.82,Livrée,95.18,38.072,27.722,September,0,3,109.14650000000002
CMD100117,2025-08-18,C0368,Douala,Électronique,Produit_Électronique_45,452.41,1,0.06,7.52,Mobile Money,Instagram Ads,5.79,Livrée,425.2654,153.81939999999997,140.50939999999997,August,0,24,1094.1243
CMD100119,2025-09-14,C0354,Dakar,Beauté,Produit_Beauté_31,32.4,3,0.27,6.21,Virement,Instagram Ads,10.48,Livrée,70.95599999999999,12.635999999999996,-4.054000000000006,September,0,14,1444.0428000000002
CMD100120,2025-11-19,C0217,Kinshasa,Maison,Produit_Maison_23,78.74,3,0.0,6.34,Virement,Email,0.53,Livrée,236.21999999999997,94.488,87.618,November,0,17,516.8166
CMD100121,2025-12-27,C0156,Kinshasa,Mode,Produit_Mode_47,32.06,3,0.07,7.82,Carte,Google Ads,5.31,Livrée,89.4474,31.739400000000003,18.609400000000004,December,0,23,2182.6780000000003
CMD100122,2025-08-19,C0380,Abidjan,Beauté,Produit_Beauté_13,15.19,2,0.06,9.21,Mobile Money,Influenceur,17.97,Livrée,28.557199999999998,10.3292,-16.8508,August,0,17,460.2607000000002
CMD100123,2025-08-25,C0566,Kinshasa,Mode,Produit_Mode_7,18.03,3,0.1,8.21,Virement,Instagram Ads,8.84,Livrée,48.681000000000004,16.227000000000004,-0.8229999999999968,August,0,5,147.82660000000004
CMD100124,2025-08-19,C0184,Dakar,Électronique,Produit_Mode_46,19.22,2,0.26,6.12,Carte,Instagram Ads,9.92,Livrée,28.4456,5.381600000000002,-10.658399999999997,August,0,18,2484.4471
CMD100125,2025-11-14,C0023,Douala,Mode,Produit_Mode_41,61.66,2,0.13,6.79,Mobile Money,Google Ads,3.05,Livrée,107.2884,33.296400000000006,23.456400000000006,November,0,10,253.85680000000016
CMD100126,2025-11-03,C0006,Kinshasa,Mode,Produit_Mode_31,46.5,2,0.18,6.94,Paiement à la livraison,Instagram Ads,8.37,Livrée,76.26,20.460000000000008,5.150000000000009,November,0,16,483.5955
CMD100127,2025-10-21,C0026,Kinshasa,Beauté,Produit_Beauté_8,22.6,1,0.04,8.91,Paiement à la livraison,Google Ads,6.53,Livrée,21.696,8.136000000000001,-7.304,October,0,17,653.0625000000001
CMD100128,2025-07-17,C0037,Douala,Mode,Produit_Mode_10,35.18,2,0.08,2.33,Mobile Money,Instagram Ads,9.52,Livrée,64.7312,22.5152,10.6652,July,0,14,753.8001
CMD100129,2025-11-22,C0174,Brazzaville,Électronique,Produit_Électronique_36,345.88,3,0.29,5.91,Carte,Instagram Ads,11.39,Livrée,736.7243999999998,114.14039999999989,96.84039999999989,November,0,19,1311.8426
CMD100130,2025-10-15,C1619,Kinshasa,Beauté,Produit_Beauté_29,17.49,3,0.1,4.04,Paiement à la livraison,Instagram Ads,12.31,Livrée,47.223,15.741,-0.6090000000000018,October,0,4,328.1398000000001
CMD100132,2025-12-06,C0378,Dakar,Beauté,Produit_Beauté_41,30.11,1,0.06,8.93,Mobile Money,Google Ads,6.02,Livrée,28.303399999999996,10.237399999999997,-4.712600000000002,December,0,16,854.1451999999999
CMD100133,2025-08-24,C0041,Lomé,Maison,Produit_Maison_36,74.28,1,0.07,8.46,Mobile Money,Email,1.11,Livrée,69.0804,24.5124,14.9424,August,0,13,1018.9539
CMD100134,2025-07-20,C0209,Lomé,Beauté,Produit_Beauté_19,35.32,2,0.1,5.11,Paiement à la livraison,Email,1.05,Livrée,63.576,21.192,15.032,July,0,13,1174.8073000000002
CMD100135,2025-07-09,C0361,Kinshasa,Mode,Produit_Mode_5,36.08,1,0.05,6.0,Paiement à la livraison,Email,0.75,Livrée,34.275999999999996,12.627999999999997,5.877999999999997,July,0,11,869.2322000000001
CMD100136,2025-12-23,C0135,Brazzaville,Beauté,Produit_Beauté_28,25.72,3,0.06,2.15,Mobile Money,Email,1.72,Livrée,72.53039999999999,26.234399999999987,22.364399999999986,December,0,21,1777.9157999999998
CMD100137,2025-07-30,C0331,Kinshasa,Électronique,Produit_Électronique_10,258.23,3,0.29,3.56,Virement,Instagram Ads,11.55,Retournée,550.0299,85.21589999999998,70.10589999999998,July,1,15,518.364
CMD100138,2025-07-19,C0157,Dakar,Électronique,Produit_Électronique_29,645.9,1,0.05,5.31,Virement,Google Ads,6.58,Livrée,613.6049999999999,226.06499999999994,214.17499999999995,July,0,26,3580.8112000000006
CMD100139,2025-08-01,C0155,Kinshasa,Électronique,Produit_Électronique_33,433.37,3,0.08,9.34,Virement,Influenceur,6.96,Livrée,1196.1012,416.03520000000003,399.7352,August,0,15,842.7692000000001
CMD100141,2025-09-21,C0052,Abidjan,Mode,Produit_Mode_49,57.28,1,0.24,8.81,Carte,Influenceur,15.71,Livrée,43.5328,9.1648,-15.355200000000004,September,0,18,828.0706000000001
CMD100142,2025-12-20,C1180,Lomé,Beauté,Produit_Beauté_31,20.46,3,0.02,2.19,Mobile Money,Email,1.79,Livrée,60.1524,23.324399999999997,19.344399999999997,December,0,1,19.344399999999997
CMD100143,2025-11-10,C1876,Dakar,Beauté,Produit_Beauté_41,28.46,3,0.15,7.56,Paiement à la livraison,Instagram Ads,10.94,Livrée,72.573,21.345,2.844999999999999,November,0,2,40.43900000000002
CMD100144,2025-11-03,C0962,Abidjan,Mode,Produit_Mode_21,54.65,3,0.25,4.12,Virement,Instagram Ads,11.03,Livrée,122.96249999999999,24.5925,9.442500000000003,November,0,2,168.2005
CMD100145,2025-12-19,C0082,Douala,Beauté,Produit_Beauté_43,33.83,1,0.1,8.4,Virement,Instagram Ads,8.55,Livrée,30.447,10.149000000000001,-6.801000000000002,December,0,22,2226.7772999999997
